FeatureType,irradiation,AC_POWER,module_temperature,humidity,tariff_per_kwh,subsidy_percent,installation_cost,maintenance_cost,annual_generation,degradation_rate,payback_period,roi
Residential,-0.95,-0.26,-3.65,27.0,-0.91,8.96,-62904.93,1839.58,-1875.16,-0.2,18.35,5.45
Residential,-0.03,-0.36,-1.7,22.85,-0.09,-11.04,106401.67,3651.36,3497.61,-0.06,9.15,10.93
Residential,1.05,0.55,10.12,19.86,2.7,-11.04,-40575.42,-706.92,2785.69,-0.05,4.83,20.69
Residential,-0.5,-0.23,3.97,-32.53,-2.3,8.96,212472.6,-939.46,344.83,-0.16,23.31,4.29
Residential,-0.3,3.48,-10.34,7.71,-1.22,-1.04,535933.84,1087.45,3790.85,0.13,18.05,5.54
Residential,0.08,-3.95,-9.07,-1.06,-0.49,-1.04,-414218.35,-957.59,-5025.47,-0.18,11.85,8.44
Residential,0.27,-1.8,-0.96,-6.84,0.43,8.96,-166193.71,3111.11,397.81,-0.17,6.74,14.84
Residential,0.35,-4.22,2.97,-16.71,-1.87,8.96,-382714.59,2642.58,-4920.1,0.06,25.0,0.29
Residential,0.65,0.41,-5.05,-7.67,-1.49,-1.04,75474.93,587.0,2297.41,-0.08,12.17,8.22
Residential,-0.6,-4.45,-0.64,-32.81,-2.28,-11.04,-430502.82,-4681.47,-4386.6,-0.14,7.25,13.8
Residential,0.56,-2.36,7.16,-20.2,-1.35,-1.04,-194799.73,2512.62,-1611.0,0.13,13.07,7.65
Residential,0.31,-4.15,-6.79,23.06,2.45,-1.04,-390587.38,1046.22,-4480.91,0.11,5.68,17.62
Residential,-0.95,-2.54,3.45,-32.44,-1.42,8.96,-201761.16,-93.82,-3639.6,0.19,23.64,4.23
Residential,0.42,-0.33,6.92,16.8,-1.11,-1.04,24739.39,4309.54,5252.09,-0.16,7.88,12.69
Residential,0.05,-0.78,2.88,5.61,-1.26,-1.04,4335.23,1524.59,-16.28,0.13,14.81,6.75
Residential,-1.0,0.99,2.33,-11.54,2.27,-1.04,-43447.4,2845.9,-2087.84,-0.06,12.38,8.08
Residential,0.93,-1.81,16.89,7.47,-1.38,8.96,-118708.4,1874.93,-983.5,-0.02,13.95,7.17
Residential,0.57,-1.55,-5.41,-8.08,1.57,-1.04,-221917.82,-1746.22,-2622.78,0.17,7.94,12.6
Residential,-0.79,-4.74,-14.61,-16.33,-1.95,8.96,-435229.05,-4481.54,-5732.05,-0.05,15.11,6.62
Residential,-0.75,2.39,5.55,-13.09,0.99,-1.04,-22384.44,2192.59,7002.75,-0.15,4.28,23.38
Residential,0.18,-2.71,-3.9,30.25,2.57,-11.04,-38794.5,604.73,-2547.6,-0.02,12.85,7.78
Residential,1.22,4.56,12.83,-19.82,2.18,-1.04,915084.96,361.15,15496.44,-0.0,6.83,14.64
Residential,-0.18,-3.74,2.51,13.84,-2.37,8.96,-354768.15,-4645.66,-5341.49,-0.16,24.45,4.09
Residential,-0.45,-1.21,-4.19,5.72,0.49,-1.04,-98248.03,2321.18,-738.96,-0.12,9.95,10.05
Residential,0.65,1.81,-6.14,21.74,-0.53,8.96,16519.68,-121.27,7343.8,-0.02,5.51,18.16
Residential,-0.28,1.76,8.14,24.08,-2.16,8.96,213337.32,-1523.71,1602.46,0.03,18.32,5.46
Residential,-0.51,0.48,-6.46,-18.39,-1.51,8.96,386889.18,-269.98,1675.7,-0.0,20.49,4.88
Residential,-0.33,-0.32,6.09,-28.68,-2.04,8.96,54042.82,2293.97,1783.61,0.07,14.77,6.77
Residential,1.04,-0.54,15.36,15.08,2.68,-11.04,218214.44,1685.06,2669.42,-0.17,8.1,12.34
Residential,-1.24,-3.79,-13.35,-20.04,2.57,-1.04,-291384.36,2191.76,-4459.67,0.19,13.57,7.37
Residential,0.16,2.84,-5.35,-18.54,-1.29,8.96,126160.95,24.5,1000.05,0.16,15.13,6.61
Residential,-1.21,-1.54,-1.87,14.99,1.15,-11.04,123460.28,2490.62,-1037.01,0.01,15.41,6.49
Residential,-1.07,-2.47,3.48,32.92,2.45,-1.04,-244417.81,866.99,-4126.24,0.07,12.92,7.74
Residential,0.04,1.26,-6.66,-21.28,-1.07,-1.04,183404.9,-3618.63,2953.37,-0.05,11.49,8.7
Residential,0.75,1.21,-4.7,10.55,-1.96,-11.04,-258014.14,71.5,-1073.93,-0.0,9.08,11.01
Residential,0.24,-2.7,4.89,-20.88,-0.75,-11.04,-226644.22,1445.22,-2139.83,0.16,11.2,8.93
Residential,1.1,-1.45,10.98,-18.12,1.28,-1.04,-305776.47,2192.95,-534.08,0.01,3.7,27.02
Residential,-0.42,-2.98,-3.69,29.46,-1.91,8.96,-300134.0,556.87,-4511.55,-0.12,25.0,2.66
Residential,0.45,-0.98,3.95,13.06,-0.66,-1.04,-68160.36,-610.32,448.0,-0.13,9.73,10.28
Residential,-0.14,1.24,2.0,-12.26,0.54,8.96,-62433.27,1000.52,-521.57,-0.16,10.02,9.98
Residential,0.11,-2.86,9.68,34.88,2.02,8.96,-160324.0,3117.51,-2748.87,0.19,11.49,8.7
Residential,-0.18,-0.4,8.54,2.29,2.03,-1.04,-34583.9,-2616.32,-2678.51,-0.07,13.07,7.65
Residential,0.42,-4.22,9.57,-21.62,-1.49,8.96,-349268.41,-1850.26,-4458.97,0.2,14.64,6.83
Residential,-0.75,1.57,-10.91,-4.2,0.72,-1.04,174167.21,3643.66,5962.63,0.09,7.08,14.12
Residential,0.67,1.48,9.73,-22.02,-2.13,-11.04,577554.29,-2038.46,10028.67,0.19,12.87,7.77
Residential,-0.63,4.3,-14.71,-33.28,1.26,-1.04,688128.51,-3136.1,6184.21,-0.04,10.89,9.18
Residential,0.91,1.09,11.81,-16.37,-0.85,-11.04,-61504.69,-790.64,5125.52,0.12,5.81,17.21
Residential,0.44,1.17,0.42,-24.23,-0.96,-11.04,144235.16,-3682.23,877.65,0.14,13.68,7.31
Residential,1.11,-3.16,-0.32,14.4,-2.11,-11.04,-185380.27,2176.71,-2920.45,-0.18,25.0,3.76
Residential,0.79,4.6,10.97,24.64,2.57,-11.04,799185.24,-3195.45,14433.96,0.09,6.21,16.11
Residential,0.17,-2.43,4.87,-9.03,-1.82,-1.04,-266880.06,1884.16,-3094.81,-0.12,18.18,5.5
Residential,1.25,-4.47,-2.06,-0.86,2.49,8.96,-419851.0,685.56,-4261.33,0.01,3.09,32.33
Residential,-0.47,-2.67,-4.53,0.75,0.93,-1.04,-159813.5,-2374.83,-1841.06,0.1,8.7,11.5
Residential,-0.04,1.91,-1.89,-19.34,2.59,8.96,140115.92,3263.25,4909.72,-0.12,5.83,17.16
Residential,0.46,-2.24,1.68,30.84,-0.06,8.96,-154646.52,638.76,-3373.36,-0.14,18.9,5.29
Residential,-0.79,-4.18,-13.4,3.9,0.64,-1.04,-433630.96,-947.72,-5630.51,0.03,21.51,4.65
Residential,0.67,1.83,-4.21,-17.07,-0.06,-11.04,458979.59,3664.28,5972.22,0.1,11.47,8.72
Residential,-0.08,-1.72,7.47,27.87,-1.6,-1.04,-97996.38,-3699.57,-740.35,0.09,12.02,8.32
Residential,0.22,1.94,8.22,-0.16,2.64,-11.04,651869.26,3183.47,5989.35,0.18,9.68,10.33
Residential,-0.22,-4.14,-4.21,-33.22,1.54,-11.04,-291759.62,-2626.95,-4573.53,0.14,12.11,8.26
Residential,-0.97,2.55,-5.05,18.98,-0.24,8.96,198799.61,3260.39,2117.63,0.07,12.84,7.79
Residential,0.42,3.09,0.72,-24.0,-1.6,8.96,205665.79,3345.02,-577.27,-0.14,25.0,3.65
Residential,1.13,-0.97,11.95,17.76,-2.26,-1.04,254428.55,-1255.99,3988.14,0.18,15.04,6.65
Residential,0.8,-3.76,-4.62,18.49,-0.64,-1.04,-351794.14,-2741.2,-3791.68,0.02,7.58,13.19
Residential,-0.9,-1.36,4.83,0.4,-0.4,-1.04,-9111.47,-1274.0,521.61,-0.05,10.41,9.61
Residential,1.12,-3.32,8.16,31.9,-2.07,-1.04,-151974.79,1005.39,-1568.45,0.14,16.67,6.0
Residential,0.75,3.82,-4.26,18.1,0.72,8.96,289676.37,-2282.03,13421.51,0.17,4.85,20.61
Residential,0.93,1.42,13.71,-32.32,2.53,-11.04,-96462.61,-728.26,3664.86,-0.14,3.89,25.71
Residential,-1.07,2.69,3.07,-26.67,-0.55,-1.04,7602.39,2723.87,-489.33,-0.18,14.75,6.78
Residential,-0.0,1.99,9.05,23.05,-0.42,-1.04,287838.1,3326.06,1303.02,-0.01,16.92,5.91
Residential,0.19,2.8,5.5,-25.63,-2.27,-1.04,576988.89,2531.7,11318.15,-0.09,12.94,7.73
Residential,-0.98,-3.66,5.17,-7.63,-1.28,8.96,-371586.26,-1989.63,-5139.86,0.03,20.88,4.79
Residential,-0.58,2.85,-15.77,-17.01,0.43,8.96,33867.02,3289.1,3707.73,-0.14,7.16,13.96
Residential,-1.22,-4.01,-7.98,19.2,1.14,-1.04,-394011.92,-3309.65,-5602.26,-0.08,13.25,7.55
Residential,-1.15,-0.45,4.46,-33.58,-2.31,-1.04,-251035.71,1849.28,-1562.14,-0.19,12.8,7.81
Residential,1.12,-2.56,13.44,3.38,1.07,8.96,-17121.1,1795.48,-1417.32,-0.08,12.72,7.86
Residential,0.84,1.75,-2.78,-34.65,-0.51,8.96,123932.06,-2175.56,2537.3,0.19,10.24,9.77
Residential,-0.06,4.31,6.25,-2.32,-0.0,8.96,501607.75,914.47,2828.72,-0.09,15.75,6.35
Residential,-0.46,0.99,0.14,22.05,1.66,8.96,37674.0,2193.89,-1471.87,-0.14,13.42,7.45
Residential,0.06,4.33,-1.05,-28.33,0.23,-1.04,451927.83,-138.01,2126.01,-0.15,15.46,6.47
Residential,0.3,1.58,-5.63,-11.16,-0.24,-11.04,389025.77,2895.84,5531.2,-0.07,11.24,8.9
Residential,-0.14,-2.6,-12.34,-26.48,-0.81,8.96,-244387.84,-1707.26,-2577.69,0.1,10.34,9.67
Residential,-1.18,3.27,0.54,-6.38,-1.26,-1.04,21000.32,3805.38,-2107.56,0.05,25.0,3.49
Residential,1.2,-0.73,14.26,-26.03,-0.74,-11.04,-333931.21,-607.9,-3421.5,-0.17,8.76,11.42
Residential,-0.62,3.23,-11.25,-3.42,0.55,-1.04,12468.53,4001.07,-500.48,-0.19,12.76,7.84
Residential,-0.35,-3.88,9.62,-17.45,2.06,-1.04,-300853.53,-3427.65,-5183.48,0.1,15.55,6.43
Residential,0.17,0.08,-3.42,-19.76,2.48,-11.04,-37881.43,-1667.64,-1197.88,0.1,8.87,11.27
Residential,0.79,-2.0,7.96,6.71,1.45,-1.04,-201851.76,692.43,-4180.05,0.09,18.42,5.43
Residential,0.15,-2.46,3.01,0.64,-2.27,-1.04,-260891.23,2669.29,-2826.0,-0.02,20.7,4.83
Residential,0.82,2.46,-0.81,-13.62,-0.2,8.96,-139336.38,-857.29,884.35,-0.01,6.89,14.52
Residential,0.1,0.27,-3.21,13.26,0.61,-11.04,-205991.01,1809.02,-779.27,0.14,6.88,14.54
Residential,0.74,0.38,-5.78,1.59,1.06,-1.04,15670.78,-3595.54,-129.23,-0.17,9.39,10.65
Residential,-1.06,4.35,0.01,-15.4,-2.27,-1.04,481645.29,181.0,5121.11,-0.11,18.21,5.49
Residential,0.75,1.66,15.91,8.8,-1.66,8.96,198048.71,1118.53,154.86,0.08,21.79,4.59
Residential,0.45,-1.69,9.7,19.31,-2.17,-1.04,-136932.39,-1141.37,-3923.95,0.18,25.0,2.6
Residential,-0.91,-0.23,-0.14,22.46,1.77,8.96,-242034.37,2585.59,-2170.11,0.05,7.16,13.97
Residential,-0.16,-2.33,8.88,21.13,-0.38,-1.04,-262981.74,-1997.83,-1940.39,-0.02,7.3,13.69
Residential,0.44,-4.2,-4.54,-16.96,-2.23,-1.04,-336676.59,-1349.72,-3869.08,-0.01,14.68,6.81
Residential,0.05,4.94,12.36,18.28,-2.59,-1.04,573529.63,-675.83,3898.37,0.03,23.92,4.18
Residential,-0.92,0.2,-14.84,16.4,-0.59,-1.04,-100099.21,-1323.96,626.62,0.04,8.45,11.83
Residential,-1.12,3.0,-11.64,32.9,0.66,-1.04,117129.84,3501.76,-2316.46,-0.03,23.92,4.18
Residential,0.79,-3.47,8.77,-7.32,0.63,-11.04,-250297.76,562.69,-3863.86,0.04,14.45,6.92
Residential,0.19,0.12,-3.13,5.34,2.54,-1.04,277345.29,-402.21,2577.45,-0.07,8.82,11.34
Residential,-0.18,1.53,8.85,-3.42,-0.76,-1.04,540882.16,1063.19,1352.95,-0.05,22.62,4.42
Residential,-0.32,-1.22,-10.85,-13.68,2.51,8.96,-268012.5,-2192.57,-2814.66,0.03,5.99,16.7
Residential,-0.3,-3.43,-8.34,-13.04,-0.44,-11.04,-253206.05,-139.24,-3237.82,-0.05,12.59,7.94
Residential,-0.73,-1.94,-3.4,30.64,1.84,8.96,-175760.72,667.79,-3261.18,-0.08,12.25,8.16
Residential,0.56,1.23,5.17,29.26,-0.48,-1.04,26161.67,3313.72,2975.62,-0.12,8.89,11.25
Residential,0.68,4.6,4.48,1.81,1.72,8.96,225396.92,-184.91,11900.02,0.14,4.32,23.15
Residential,0.06,-1.7,-9.42,3.99,1.18,-1.04,-89169.09,-4512.46,-2720.05,-0.04,12.09,8.27
Residential,-0.95,-2.86,-0.12,12.44,-2.49,-1.04,-318790.44,-3328.37,-4230.99,-0.14,17.64,5.67
Residential,-1.11,-2.74,-10.83,-13.91,-1.35,8.96,-320166.24,2301.03,-3957.52,-0.05,20.49,4.88
Residential,0.16,3.63,-4.24,17.17,-0.48,-1.04,445596.05,4629.08,3850.51,0.08,15.17,6.59
Residential,-1.12,1.76,-11.71,2.12,-1.09,-11.04,15659.45,2494.7,525.1,0.08,13.66,7.32
Residential,-0.55,-3.61,1.25,-33.76,-1.31,8.96,-229985.04,-1084.52,-4647.58,0.14,25.0,2.77
Residential,0.99,2.02,9.71,-22.27,-2.68,8.96,206920.38,2153.52,4218.28,-0.02,16.37,6.11
Residential,-0.39,3.15,-3.3,-6.97,-0.37,-11.04,483601.03,1259.57,892.49,-0.04,21.46,4.66
Residential,-0.86,1.13,-6.75,16.99,2.01,8.96,125692.05,-3702.44,657.81,0.14,9.12,10.97
Residential,0.51,-0.82,-3.95,-1.11,-1.62,8.96,-305799.41,-1290.13,274.47,0.03,4.76,20.99
Residential,0.55,-2.27,-3.12,-31.61,-2.38,8.96,-241485.94,-511.56,-2741.23,-0.1,17.18,5.82
Residential,-0.32,2.1,4.02,22.47,1.31,-1.04,-10335.95,-103.45,4310.12,0.02,5.21,19.18
Residential,0.9,2.75,9.96,12.05,0.88,8.96,201473.53,-2311.08,2021.13,-0.06,10.06,9.94
Residential,-0.65,3.46,-0.86,-33.45,-2.7,-1.04,509732.98,-2385.87,5836.89,-0.16,18.48,5.41
Residential,-0.52,0.73,5.15,5.24,-2.53,-1.04,102671.0,2230.31,251.93,0.05,23.75,4.21
Residential,0.4,3.3,3.92,-25.09,-0.29,-1.04,-3389.03,4585.87,-721.02,0.01,15.29,6.54
Residential,-0.87,4.45,-17.58,-22.41,-0.6,-1.04,482303.85,-1547.48,5095.43,0.11,12.95,7.72
Residential,-1.21,4.76,-17.03,10.48,1.39,-11.04,631236.47,5435.01,1694.94,-0.07,18.21,5.49
Residential,0.31,-4.35,6.09,-12.3,0.1,8.96,-309703.33,-4719.31,-4496.0,-0.2,11.14,8.98
Residential,-0.27,-4.65,0.36,28.37,-1.5,8.96,-409473.08,-4656.64,-5525.17,-0.12,12.3,8.13
Residential,0.46,-1.56,-8.39,-10.27,-0.82,-1.04,-42570.72,2483.41,-892.19,-0.01,15.08,6.63
Residential,-0.25,-2.81,-7.99,-14.42,-2.37,8.96,-264686.07,2896.76,-1827.74,-0.0,14.22,7.03
Residential,-0.97,3.05,-9.11,-9.9,-0.01,8.96,197239.04,-1291.87,7400.18,0.17,6.87,14.56
Residential,-0.41,-4.51,-9.74,-0.99,2.71,-1.04,-346012.03,-4482.36,-4623.89,-0.17,6.63,15.09
Residential,0.15,-4.36,-2.82,-5.9,2.71,-1.04,-341488.78,-647.33,-4898.43,-0.17,10.73,9.32
Residential,0.66,-1.08,8.61,15.65,0.24,-11.04,-156700.7,-2492.26,-2719.55,0.05,12.15,8.23
Residential,0.96,-0.48,17.32,30.38,2.16,-1.04,-81547.84,1860.26,-2340.58,0.1,11.92,8.39
Residential,1.03,-3.01,3.87,28.51,2.55,-11.04,-299164.98,2317.65,-3371.97,0.13,7.17,13.95
Residential,-0.34,2.9,-5.68,13.56,1.36,8.96,478758.94,1595.42,5469.96,-0.09,9.8,10.2
Residential,0.1,2.49,12.53,-8.9,0.82,-11.04,17118.19,-25.62,-14.71,0.12,10.26,9.75
Residential,-0.14,-3.13,-7.2,25.73,-0.87,-1.04,-152959.94,-2658.55,-2584.56,-0.15,14.14,7.07
Residential,1.1,-3.31,17.92,20.54,0.77,-11.04,-316934.07,-3472.03,-2821.28,0.14,5.41,18.5
Residential,0.51,-3.54,-5.28,-34.38,2.12,8.96,-379107.75,-2126.77,-4231.77,0.18,4.79,20.89
Residential,0.88,-1.29,3.6,15.36,0.79,8.96,-66075.39,-1911.9,-1451.9,0.18,10.74,9.31
Residential,0.82,-1.49,13.99,15.59,-2.53,-1.04,-177248.96,-3880.65,-661.47,-0.15,11.26,8.88
Residential,0.4,1.98,-0.18,-13.6,2.17,-1.04,297894.39,4305.12,4772.67,0.12,7.89,12.68
Residential,0.62,2.81,1.51,15.84,0.03,8.96,-18220.03,892.17,5834.24,0.06,5.36,18.64
Residential,-0.58,4.19,-0.4,-4.97,0.34,-1.04,-28969.02,390.19,-1771.4,-0.07,14.47,6.91
Residential,-1.12,4.23,-13.99,-7.59,-0.42,8.96,813096.9,1463.17,6815.13,0.02,15.2,6.58
Residential,0.09,-2.3,12.85,6.86,-1.2,-1.04,-216824.49,-1420.97,-3418.12,0.06,17.18,5.82
Residential,-0.86,-1.82,-17.52,-32.47,-2.02,-11.04,-221675.38,-1398.74,-3582.07,0.07,22.27,4.49
Residential,-0.69,2.63,-8.7,-32.24,2.34,-1.04,275701.34,-1747.05,2250.61,0.13,9.19,10.88
Residential,-0.36,-3.78,-11.4,-34.27,-0.0,-1.04,-324374.2,2711.68,-5040.07,-0.12,25.0,1.79
Residential,1.09,1.15,11.51,23.44,2.72,-11.04,-115606.6,-3456.4,5706.71,0.18,2.92,34.23
Residential,-0.24,-2.62,4.93,-33.04,-2.26,-1.04,-267782.23,-3552.72,-3119.71,-0.13,13.51,7.4
Residential,1.17,1.41,11.76,0.67,0.63,-1.04,48587.74,1842.9,-772.25,-0.07,13.53,7.39
Residential,0.65,4.18,11.78,-18.5,-0.14,8.96,7770.72,-1856.42,551.93,-0.1,10.17,9.83
Residential,-0.75,2.36,-10.23,19.92,-1.44,-11.04,107199.25,2541.61,-1268.31,-0.11,25.0,3.89
Residential,-0.52,2.53,8.57,0.63,-0.06,-11.04,-3526.02,-966.64,4215.83,0.07,6.37,15.69
Residential,-1.1,0.29,-1.79,2.74,-0.7,-11.04,10635.26,2482.8,-594.14,0.17,15.5,6.45
Residential,0.46,1.3,-6.59,16.89,-2.21,8.96,52296.77,1501.16,7289.95,-0.17,8.32,12.02
Residential,0.85,-2.07,1.35,17.46,-0.74,8.96,-145048.68,1378.66,-156.9,-0.1,9.33,10.72
Residential,-0.36,-3.93,-4.95,27.29,2.59,-11.04,-365640.38,-2039.42,-4324.47,-0.0,5.81,17.22
Residential,0.22,4.13,11.34,-13.97,-0.66,8.96,280094.17,-713.31,3899.47,0.16,11.7,8.55
Residential,-0.83,-3.7,-6.12,8.81,0.73,-11.04,-262062.74,1770.11,-4364.48,-0.02,20.37,4.91
Residential,-0.51,0.46,0.47,-0.61,2.61,8.96,394081.01,-1175.22,4260.32,0.13,8.4,11.9
Residential,-0.03,-0.5,-10.27,-32.32,-1.17,-1.04,356738.02,-889.17,782.32,0.04,20.75,4.82
Residential,1.13,2.63,19.15,4.22,0.51,-11.04,462260.45,-586.36,5027.78,0.02,10.95,9.13
Residential,0.96,1.23,2.92,33.4,0.92,8.96,-82354.86,1387.71,4259.17,-0.19,4.73,21.16
Residential,0.62,0.42,8.21,-0.94,-2.3,8.96,-175476.22,-612.01,3723.91,0.14,6.4,15.63
Residential,-0.52,-4.55,-5.62,-0.01,1.91,-1.04,-423840.58,1915.36,-5222.54,0.16,12.69,7.88
Residential,0.7,3.07,-5.03,-14.1,1.28,-11.04,593908.96,-1584.77,6263.01,0.2,10.06,9.94
Residential,0.11,-0.29,-11.45,-23.1,2.71,-1.04,-30812.76,2273.47,1000.0,-0.02,6.46,15.49
Residential,0.72,-3.12,15.22,0.83,-1.31,8.96,-204661.1,-1070.17,-2857.85,0.02,15.27,6.55
Residential,-0.79,-1.01,-16.45,3.32,1.81,-1.04,85697.89,667.67,-3623.2,-0.07,25.0,3.69
Residential,0.41,-1.53,-3.1,23.04,2.24,-1.04,-27730.51,-2213.45,-3028.27,-0.11,14.53,6.88
Residential,-0.39,-2.84,-7.08,-19.94,-1.72,-11.04,-79171.26,-1791.11,-2174.0,0.14,19.27,5.19
Residential,-0.47,3.83,-9.66,-23.42,-0.41,8.96,386389.35,4403.53,2119.88,-0.11,17.33,5.77
Residential,1.04,-0.42,8.67,-19.82,-1.45,-11.04,-15569.82,-2562.71,2002.83,0.03,9.74,10.27
Residential,0.57,-2.65,12.9,-16.22,2.47,8.96,-121249.01,339.29,-1348.61,0.04,7.72,12.96
Residential,0.84,-0.56,11.75,-12.84,0.13,-11.04,-123811.43,-380.21,-619.1,0.07,8.91,11.22
Residential,-0.95,4.78,-11.56,30.31,-0.58,-1.04,247135.06,-2530.13,8164.24,0.13,7.51,13.31
Residential,-1.08,3.6,-1.14,-11.02,0.1,-1.04,269840.31,324.38,-1526.16,0.17,23.81,4.2
Residential,0.83,3.52,9.33,28.06,0.6,-1.04,223602.36,3100.38,8060.64,-0.17,6.51,15.36
Residential,0.83,1.32,-2.14,-0.52,0.12,-1.04,234882.02,2430.27,2040.11,-0.15,12.71,7.87
Residential,0.89,3.29,-0.92,-27.96,1.83,-1.04,311725.12,1482.37,9192.82,-0.08,5.72,17.48
Residential,-1.12,-1.13,-1.21,24.61,1.89,-1.04,-132903.47,-107.18,-2485.34,0.1,10.5,9.52
Residential,0.94,2.04,4.51,20.21,-0.19,8.96,420317.81,-3839.69,8400.11,-0.14,8.55,11.7
Residential,0.13,3.02,-6.44,-31.69,-0.26,8.96,69269.49,2251.68,288.16,-0.13,13.44,7.44
Residential,1.04,-0.95,-5.84,35.05,0.19,-1.04,-41473.11,-2046.94,1979.65,0.17,7.11,14.07
Residential,1.08,-1.24,4.73,1.94,-1.92,-11.04,-168438.58,-2889.78,243.94,0.17,8.98,11.13
Residential,-0.36,5.0,-11.04,-29.83,0.52,8.96,922099.22,1193.28,8662.52,-0.17,12.45,8.03
Residential,0.25,1.52,7.55,-16.22,0.45,-11.04,280974.77,-3250.99,3831.27,-0.12,9.63,10.38
Residential,0.88,0.08,-3.77,-28.02,-2.15,-1.04,-70786.2,-3454.54,-2148.28,-0.18,19.8,5.05
Residential,1.01,-4.64,-5.5,12.88,-0.45,-11.04,-358725.43,-1986.85,-3750.71,-0.05,7.31,13.68
Residential,-0.4,4.71,-11.93,30.7,1.55,-1.04,182705.34,-2112.87,359.62,0.02,11.31,8.84
Residential,0.19,-2.57,11.05,19.11,-2.71,-11.04,-257607.49,-4134.79,-4107.49,0.19,22.68,4.41
Residential,-0.3,-2.78,-9.04,30.04,-2.73,-1.04,-115218.97,724.9,-969.65,0.09,18.98,5.27
Residential,0.52,1.52,3.27,26.15,-1.21,-1.04,69360.41,-2780.43,3803.4,-0.07,9.01,11.1
Residential,0.69,-3.67,1.72,-8.7,1.1,-1.04,-307629.9,-3499.49,-4482.96,-0.14,10.49,9.53
Residential,-0.96,-3.68,1.6,24.31,0.19,8.96,-385951.97,1480.38,-4725.49,-0.17,12.63,7.92
Residential,-0.76,1.18,-12.89,8.25,2.57,8.96,144910.66,-3933.21,221.75,-0.12,9.41,10.63
Residential,-0.19,-1.62,-12.3,9.74,-2.09,8.96,128819.63,-2934.45,-125.11,0.07,19.72,5.07
Residential,0.54,2.78,1.99,-3.38,-2.25,-1.04,475999.66,-3289.83,5697.41,0.02,16.08,6.22
Residential,-0.14,2.77,6.63,-20.25,1.72,-1.04,175021.33,1945.58,2181.58,-0.02,9.05,11.05
Residential,-0.89,3.51,-4.23,-26.22,1.29,-11.04,242054.55,-3977.65,-82.66,-0.07,13.21,7.57
Residential,-0.97,-0.18,-1.55,21.82,-0.78,-11.04,133675.86,3161.18,-2290.28,0.11,25.0,3.11
Residential,-0.8,2.98,-13.27,-8.87,1.81,-1.04,248148.68,-3481.76,2094.29,0.14,9.36,10.68
Residential,0.49,3.5,4.06,-24.87,-1.03,-11.04,447312.84,-361.8,9639.29,-0.17,9.59,10.43
Residential,-0.25,2.14,-2.91,-28.04,2.06,8.96,56215.23,-1551.24,1609.2,-0.11,7.26,13.78
Residential,1.0,3.76,12.17,26.74,1.59,-11.04,201967.02,1892.68,11190.65,-0.14,4.47,22.35
Residential,-0.3,-2.92,-0.54,-22.61,2.34,-1.04,-271655.64,1641.67,-3692.44,0.08,9.61,10.41
Residential,1.23,4.5,-3.17,33.01,0.92,-11.04,225940.2,-683.39,232.92,0.1,13.7,7.3
Residential,0.53,2.04,10.6,26.49,0.79,-1.04,-17329.78,1932.05,2844.73,0.16,6.61,15.13
Residential,-0.7,1.42,-1.49,-32.98,2.7,-11.04,132882.12,-1502.01,-108.41,-0.1,9.96,10.04
Residential,-0.59,-4.31,-2.34,15.34,2.51,-1.04,-319108.55,-905.74,-4712.48,0.02,11.01,9.08
Residential,0.68,4.45,9.1,14.44,0.9,-1.04,206412.43,-1352.65,5085.58,0.2,7.43,13.46
Residential,-1.15,-4.51,-10.66,30.88,0.68,-1.04,-410392.72,2120.73,-5401.6,-0.06,25.0,2.06
Residential,1.14,0.87,9.31,6.9,-1.17,8.96,185631.54,-2857.68,2671.14,-0.04,12.27,8.15
Residential,-0.58,-4.26,1.69,-34.25,2.33,-1.04,-328829.19,-3669.99,-4412.2,0.19,7.39,13.54
Residential,-0.31,1.23,-9.72,18.92,-1.43,-1.04,-2649.03,-553.05,-1797.85,-0.13,20.75,4.82
Residential,0.44,-3.56,-2.7,-31.59,0.05,-1.04,-279258.36,-1146.03,-2773.68,0.08,8.15,12.27
Residential,0.27,2.68,-1.3,29.1,2.12,-1.04,440052.11,2826.23,2467.73,-0.19,11.89,8.41
Residential,1.07,1.74,7.76,-7.57,0.7,-1.04,262775.7,2564.3,5501.1,-0.01,8.32,12.02
Residential,-0.99,-3.46,1.71,32.17,-2.41,-1.04,-238709.31,2899.14,-3394.72,-0.1,25.0,2.82
Residential,-0.54,-2.61,8.92,-16.87,0.32,8.96,-203168.77,-1942.22,-1589.94,0.18,7.79,12.83
Residential,-0.6,4.77,5.68,26.05,0.16,-1.04,72039.75,941.34,143.39,-0.08,12.53,7.98
Residential,0.01,2.97,-5.94,17.95,-0.82,8.96,-72887.98,-244.91,-689.92,-0.03,12.25,8.16
Residential,0.73,0.72,-1.57,20.45,2.34,8.96,114191.74,2169.52,89.77,0.02,10.35,9.66
Residential,1.22,2.86,-2.93,24.21,-0.43,-1.04,265309.91,4642.16,10337.23,0.19,6.98,14.33
Residential,0.43,4.58,-8.54,-15.29,-2.28,-11.04,441876.35,3841.96,6982.96,0.06,15.77,6.34
Residential,-0.04,1.55,-1.59,5.17,-1.75,-11.04,250196.73,-1911.71,2969.44,0.05,14.79,6.76
Residential,-0.16,2.5,5.91,30.98,0.27,-11.04,223227.06,-372.86,3853.74,0.17,9.45,10.58
